"title","author","author_url","rating","voters_count","url"
"Elizabeth","Tom McGregor","https://www.25eads.com/author/show/5601.Tom_McGregor","3.33","73","https://goodreads.com/book/show/9782898-elizabeth"
"Hier kommt Lola! (Lola, #1)","Isabel Abedi","https://www.goodreads.com/author/show/112719.Isabel_Abedi","3.94","367","https://goodreads.com/book/show/6593448-hier-kommt-lola"
"A Very British Murder","Lucy Worsley","https://www.goodreads.com/author/show/541690.Lucy_Worsley","3.78","2288","https://goodreads.com/book/show/18042000-a-very-british-murder"
"Bartosz Beda: Hear my voice","Bartosz Beda","https://www.goodreads.com/author/show/16991635.Bartosz_Beda","4.33","3","https://goodreads.com/book/show/35553989-bartosz-beda"
"Call Me Mrs. Miracle - Keajaiban Natal (Angelic Intervention, #8)","Debbie Macomber","https://www.goodreads.com/author/show/11349.Debbie_Macomber","4.15","7171","https://goodreads.com/book/show/13423081-call-me-mrs-miracle---keajaiban-natal"
"The Glass Menagerie","Tennessee Williams","https://www.goodreads.com/author/show/7751.Tennessee_Williams","3.7","106871","https://goodreads.com/book/show/92517.The_Glass_Menagerie"
"The English Patient","Michael Ondaatje","https://www.goodreads.com/author/show/4030.Michael_Ondaatje","3.88","107996","https://goodreads.com/book/show/11713.The_English_Patient"
"Circle of Friends","Maeve Binchy","https://www.goodreads.com/author/show/3532.Maeve_Binchy","4.03","57131","https://goodreads.com/book/show/41977.Circle_of_Friends"
"Stuart Little","E.B. White","https://www.goodreads.com/author/show/988142.E_B_White","3.89","103993","https://goodreads.com/book/show/703203.Stuart_Little"
"The Chosen (Reuven Malther #1)","Chaim Potok","https://www.goodreads.com/author/show/7385.Chaim_Potok","4.05","80971","https://goodreads.com/book/show/187181.The_Chosen"
"Vision Quest","Terry Davis","https://www.goodreads.com/author/show/229697.Terry_Davis","3.87","277","https://goodreads.com/book/show/450110.Vision_Quest"
"Slaughterhouse-Five","Kurt Vonnegut Jr.","https://www.goodreads.com/author/show/2778055.Kurt_Vonnegut_Jr_","4.07","1070","https://goodreads.com/book/show/4981.Slaughterhouse_Five"
"Io non ho paura","Niccolò Ammaniti","https://www.goodreads.com/author/show/243571.Niccol_Ammaniti","3.83","15007","https://goodreads.com/book/show/151633.Io_non_ho_paura"
"The Little House","Virginia Lee Burton","https://www.goodreads.com/author/show/15450.Virginia_Lee_Burton","4.29","37557","https://goodreads.com/book/show/153540.The_Little_House"
"Different Seasons","Stephen King","https://www.goodreads.com/author/show/3389.Stephen_King","4.35","164753","https://goodreads.com/book/show/39662.Different_Seasons"
"Make Room! Make Room!","Harry Harrison","https://www.goodreads.com/author/show/16147.Harry_Harrison","3.72","6257","https://goodreads.com/book/show/473850.Make_Room_Make_Room_"
"The Girl","Catherine Cookson","https://www.goodreads.com/author/show/83837.Catherine_Cookson","3.99","1147","https://goodreads.com/book/show/2041647.The_Girl"
"Disney Planes The Junior Novelization","Irene Trimble","https://www.goodreads.com/author/show/15843.Irene_Trimble","4.07","30","https://goodreads.com/book/show/13642692-disney-planes-the-junior-novelization"
"The Black Dahlia (L.A. Quartet, #1)","James Ellroy","https://www.goodreads.com/author/show/2887.James_Ellroy","3.75","76668","https://goodreads.com/book/show/21704.The_Black_Dahlia"
"The Runaway Jury","John Grisham","https://www.goodreads.com/author/show/721.John_Grisham","3.98","255713","https://goodreads.com/book/show/24192.The_Runaway_Jury"
"Kick-Ass","Mark Millar","https://www.goodreads.com/author/show/12736.Mark_Millar","4.05","35721","https://goodreads.com/book/show/3918010-kick-ass"
"The Ipcress File (Secret File, #1)","Len Deighton","https://www.goodreads.com/author/show/31234.Len_Deighton","3.95","14528","https://goodreads.com/book/show/171624.The_Ipcress_File"
"The Stoning of Soraya M.: A Story of Injustice in Iran","Freidoune Sahebjam","https://www.goodreads.com/author/show/113237.Freidoune_Sahebjam","3.93","2766","https://goodreads.com/book/show/9679169-the-stoning-of-soraya-m"
"North Korean Government: A Contemporary History (Nutshell Books Book 1)","Nutshell Books","https://www.goodreads.com/author/show/18087450.Nutshell_Books","4.67","3","https://goodreads.com/book/show/40367421-north-korean-government"
"Killshot","Elmore Leonard","https://www.goodreads.com/author/show/12940.Elmore_Leonard","3.72","5399","https://goodreads.com/book/show/3288123-killshot"
"Sounder","William H. Armstrong","https://www.goodreads.com/author/show/117775.William_H_Armstrong","3.97","27359","https://goodreads.com/book/show/598117.Sounder"
"Dear John","Nicholas Sparks","https://www.goodreads.com/author/show/2345.Nicholas_Sparks","4.03","519735","https://goodreads.com/book/show/5526.Dear_John"
"Before I Go to Sleep","S.J. Watson","https://www.goodreads.com/author/show/4470653.S_J_Watson","3.89","268512","https://goodreads.com/book/show/9736930-before-i-go-to-sleep"
"Because of Winn-Dixie","Kate DiCamillo","https://www.goodreads.com/author/show/13663.Kate_DiCamillo","4.04","190039","https://goodreads.com/book/show/357664.Because_of_Winn_Dixie"
"Little Dorrit","Charles Dickens","https://www.goodreads.com/author/show/239579.Charles_Dickens","3.99","42402","https://goodreads.com/book/show/6591071-little-dorrit"
"Code Blue: An Oath to the Badge and Gun","Jamell Crouthers","https://www.goodreads.com/author/show/15056376.Jamell_Crouthers","3.71","7","https://goodreads.com/book/show/36041983-code-blue"
"Eisenthron (A Song of Ice and Fire #1)","George R.R. Martin","https://www.goodreads.com/author/show/346732.George_R_R_Martin","4.45","1885","https://goodreads.com/book/show/4526230-eisenthron"
"The Scorch Trials (The Maze Runner, #2)","James Dashner","https://www.goodreads.com/author/show/348878.James_Dashner","3.92","415746","https://goodreads.com/book/show/7631105-the-scorch-trials"
"Pooh Winnie the Pooh and the Honey Tree (A Little Golden Book)","Mary Packard","https://www.goodreads.com/author/show/92196.Mary_Packard","4.35","5651","https://goodreads.com/book/show/1088284.Pooh_Winnie_the_Pooh_and_the_Honey_Tree"
"Karina's Silver Shoes","Denise Leitao","https://www.goodreads.com/author/show/17101277.Denise_Leitao","3.41","41","https://goodreads.com/book/show/36067816-karina-s-silver-shoes"
"A Wrinkle in Time (Time Quintet, #1)","Madeleine L'Engle","https://www.goodreads.com/author/show/106.Madeleine_L_Engle","4.0","1006","https://goodreads.com/book/show/18131.A_Wrinkle_in_Time"
"Wild Pork and Watercress","Barry Crump","https://www.goodreads.com/author/show/60519.Barry_Crump","4.3","1002","https://goodreads.com/book/show/29458223-wild-pork-and-watercress"
"Gone with the Wind","Margaret Mitchell","https://www.goodreads.com/author/show/11081.Margaret_Mitchell","4.29","1032","https://goodreads.com/book/show/18405.Gone_with_the_Wind"
"Running with Scissors","Augusten Burroughs","https://www.goodreads.com/author/show/3058.Augusten_Burroughs","3.72","339454","https://goodreads.com/book/show/242006.Running_with_Scissors"
"Ask the Dust","John Fante","https://www.goodreads.com/author/show/25864.John_Fante","4.12","26166","https://goodreads.com/book/show/837550.Ask_the_Dust"
"Wanted","Mark Millar","https://www.goodreads.com/author/show/12736.Mark_Millar","3.71","12706","https://goodreads.com/book/show/160848.Wanted"
"Bridget Jones: The Edge of Reason (Bridget Jones, #2)","Helen Fielding","https://www.goodreads.com/author/show/3090.Helen_Fielding","3.57","93952","https://goodreads.com/book/show/363752.Bridget_Jones"
"Disney's - Cinderella","Walt Disney Company","https://www.goodreads.com/author/show/3510823.Walt_Disney_Company","3.88","93","https://goodreads.com/book/show/2268909.Disney_s_Cinderella"
"Stone Cold (Jesse Stone, #4)","Robert B. Parker","https://www.goodreads.com/author/show/397.Robert_B_Parker","3.98","6584","https://goodreads.com/book/show/2994036-stone-cold"
"Big Fish","Daniel Wallace","https://www.goodreads.com/author/show/15393.Daniel_Wallace","3.66","17051","https://goodreads.com/book/show/129984.Big_Fish"
"The Right Stuff","Tom Wolfe","https://www.goodreads.com/author/show/3083854.Tom_Wolfe","4.24","41628","https://goodreads.com/book/show/586472.The_Right_Stuff"
"David Bowie's Serious Moonlight: The World Tour","Chet Flippo","https://www.goodreads.com/author/show/23233.Chet_Flippo","3.78","36","https://goodreads.com/book/show/1971688.David_Bowie_s_Serious_Moonlight"
"Misfit Toymakers: Misfits Made","Keith T. Jenkins","https://www.goodreads.com/author/show/8404816.Keith_T_Jenkins","4.2","5","https://goodreads.com/book/show/22782902-misfit-toymakers"
"Trainspotting","Irvine Welsh","https://www.goodreads.com/author/show/5687.Irvine_Welsh","4.09","141886","https://goodreads.com/book/show/135836.Trainspotting"
"Inferno (Robert Langdon, #4)","Dan Brown","https://www.goodreads.com/author/show/630.Dan_Brown","3.84","440668","https://goodreads.com/book/show/17212231-inferno"
"The Keep (Adversary Cycle, #1)","F. Paul Wilson","https://www.goodreads.com/author/show/20561.F_Paul_Wilson","3.99","16858","https://goodreads.com/book/show/62571.The_Keep"
"To Sir, With Love","E.R. Braithwaite","https://www.goodreads.com/author/show/39481.E_R_Braithwaite","4.16","11437","https://goodreads.com/book/show/895163.To_Sir_With_Love"
"Unleashing Mr. Darcy","Teri Wilson","https://www.goodreads.com/author/show/2853419.Teri_Wilson","3.62","1940","https://goodreads.com/book/show/23308588-unleashing-mr-darcy"
"Let the Right One In","John Ajvide Lindqvist","https://www.goodreads.com/author/show/479779.John_Ajvide_Lindqvist","4.07","82773","https://goodreads.com/book/show/943402.Let_the_Right_One_In"
"Plastic Little","Satoshi Urushihara","https://www.goodreads.com/author/show/342365.Satoshi_Urushihara","3.22","41","https://goodreads.com/book/show/2284453.Plastic_Little"
"Love, Rosie","Cecelia Ahern","https://www.goodreads.com/author/show/7116.Cecelia_Ahern","3.94","97513","https://goodreads.com/book/show/147865.Love_Rosie"
"Electra","Sophocles","https://www.goodreads.com/author/show/1002.Sophocles","3.82","7970","https://goodreads.com/book/show/205196.Electra"
"Capote","Gerald Clarke","https://www.goodreads.com/author/show/38368.Gerald_Clarke","4.14","4323","https://goodreads.com/book/show/99170.Capote"
"Bloodbath by Ray Rao","Ray Rao","https://www.goodreads.com/author/show/17762156.Ray_Rao","5.0","10","https://goodreads.com/book/show/38895141-bloodbath-by-ray-rao"
"Rise at Twilight (Rituals of the Night #4)","Kayla Krantz","https://www.goodreads.com/author/show/14006736.Kayla_Krantz","4.8","15","https://goodreads.com/book/show/47526752-rise-at-twilight"
"The Fox and the Hound","Walt Disney Company","https://www.goodreads.com/author/show/3510823.Walt_Disney_Company","3.97","298","https://goodreads.com/book/show/497396.The_Fox_and_the_Hound"
"One Day in My Life","Bobby Sands","https://www.goodreads.com/author/show/230368.Bobby_Sands","4.38","503","https://goodreads.com/book/show/406660.One_Day_in_My_Life"
"Ketika Cinta Bertasbih","Habiburrahman El-Shirazy","https://www.goodreads.com/author/show/489970.Habiburrahman_El_Shirazy","3.71","6459","https://goodreads.com/book/show/1456628.Ketika_Cinta_Bertasbih"
"The Mindful Betrayal","Aarica Dee Koliyah","https://www.goodreads.com/author/show/18117093.Aarica_Dee_Koliyah","5.0","3","https://goodreads.com/book/show/40514527-the-mindful-betrayal"
"The Eagle Has Landed (Liam Devlin, #1)","Jack Higgins","https://www.goodreads.com/author/show/19706.Jack_Higgins","4.16","50093","https://goodreads.com/book/show/295961.The_Eagle_Has_Landed"
"Loves Music, Loves to Dance","Mary Higgins Clark","https://www.goodreads.com/author/show/99044.Mary_Higgins_Clark","3.91","25191","https://goodreads.com/book/show/170650.Loves_Music_Loves_to_Dance"
"The Devil's Arithmetic","Jane Yolen","https://www.goodreads.com/author/show/5989.Jane_Yolen","4.02","52522","https://goodreads.com/book/show/91357.The_Devil_s_Arithmetic"
"Velvet Goldmine","Todd Haynes","https://www.goodreads.com/author/show/510744.Todd_Haynes","4.23","70","https://goodreads.com/book/show/2020241.Velvet_Goldmine"
"Cat on a Hot Tin Roof","Tennessee Williams","https://www.goodreads.com/author/show/7751.Tennessee_Williams","4.08","50836","https://goodreads.com/book/show/72159.Cat_on_a_Hot_Tin_Roof"
"The Man-Eaters of Tsavo","John Henry Patterson","https://www.goodreads.com/author/show/5831813.John_Henry_Patterson","3.93","2517","https://goodreads.com/book/show/862052.The_Man_Eaters_of_Tsavo"
"From Hell","Alan Moore","https://www.goodreads.com/author/show/3961.Alan_Moore","4.17","31618","https://goodreads.com/book/show/23529.From_Hell"
"The BFG","Roald Dahl","https://www.goodreads.com/author/show/4273.Roald_Dahl","4.23","337846","https://goodreads.com/book/show/6319.The_BFG"
"The Grapes of Wrath","John Steinbeck","https://www.goodreads.com/author/show/585.John_Steinbeck","3.96","708602","https://goodreads.com/book/show/18114322-the-grapes-of-wrath"
"My Autobiography","Charlie Chaplin","https://www.goodreads.com/author/show/48136.Charlie_Chaplin","4.19","4352","https://goodreads.com/book/show/1015306.My_Autobiography"
"The Bridge Over the River Kwai","Pierre Boulle","https://www.goodreads.com/author/show/3400721.Pierre_Boulle","4.02","7501","https://goodreads.com/book/show/1351174.The_Bridge_Over_the_River_Kwai"
"Mystic River","Dennis Lehane","https://www.goodreads.com/author/show/10289.Dennis_Lehane","4.18","116899","https://goodreads.com/book/show/21671.Mystic_River"
"The Lady in Red: An Eighteenth-Century Tale of Sex, Scandal, and Divorce","Hallie Rubenhold","https://www.goodreads.com/author/show/474408.Hallie_Rubenhold","3.74","767","https://goodreads.com/book/show/6440930-the-lady-in-red"
"The Fundamentals of Long Distance Relationship: Things You Need to Know About Long Distance Relationships (LDR) and Tips How to Make it Work","Lisa Daniel","https://www.goodreads.com/author/show/352779.Lisa_Daniel","4.69","32","https://goodreads.com/book/show/40205575-the-fundamentals-of-long-distance-relationship"
"Death on the Nile (Hercule Poirot, #17)","Agatha Christie","https://www.goodreads.com/author/show/123715.Agatha_Christie","4.1","106582","https://goodreads.com/book/show/131359.Death_on_the_Nile"
"Lies in Blood (Dark Secrets, #4)","Angela M. Hudson","https://www.goodreads.com/author/show/5355122.Angela_M_Hudson","4.52","1216","https://goodreads.com/book/show/18242950-lies-in-blood"
"Master of the Game","Sidney Sheldon","https://www.goodreads.com/author/show/9068.Sidney_Sheldon","4.12","48853","https://goodreads.com/book/show/43330.Master_of_the_Game"
"The Unbearable Lightness of Being","Milan Kundera","https://www.goodreads.com/author/show/6343.Milan_Kundera","4.1","313364","https://goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being"
"Speak","Laurie Halse Anderson","https://www.goodreads.com/author/show/10003.Laurie_Halse_Anderson","4.02","468953","https://goodreads.com/book/show/439288.Speak"
"Hell House","Richard Matheson","https://www.goodreads.com/author/show/8726.Richard_Matheson","3.79","35081","https://goodreads.com/book/show/33547.Hell_House"
"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)","Hugh Lofting","https://www.goodreads.com/author/show/70762.Hugh_Lofting","4.0","15542","https://goodreads.com/book/show/325416.The_Voyages_of_Doctor_Dolittle"
"I Never Promised You a Rose Garden","Hannah  Green","https://www.goodreads.com/author/show/14929824.Hannah_Green","3.87","27616","https://goodreads.com/book/show/45220.I_Never_Promised_You_a_Rose_Garden"
"Of Mice and Men","John Steinbeck","https://www.goodreads.com/author/show/585.John_Steinbeck","3.87","1832","https://goodreads.com/book/show/890.Of_Mice_and_Men"
"If It Weren't For You: Do You Have What It Takes To Forgive?","Dorothea Neamonitos","https://www.goodreads.com/author/show/17572199.Dorothea_Neamonitos","4.77","47","https://goodreads.com/book/show/40625024-if-it-weren-t-for-you"
"Ballet Shoes","Noel Streatfeild","https://www.goodreads.com/author/show/2951738.Noel_Streatfeild","4.07","31465","https://goodreads.com/book/show/10444.Ballet_Shoes"
"Going All the Way","Dan Wakefield","https://www.goodreads.com/author/show/182983.Dan_Wakefield","3.61","271","https://goodreads.com/book/show/1408850.Going_All_the_Way"
"The Turn of the Screw","Henry James","https://www.goodreads.com/author/show/159.Henry_James","3.43","89653","https://goodreads.com/book/show/12948.The_Turn_of_the_Screw"
"O Rei Veado (As Brumas de Avalon #3)","Marion Zimmer Bradley","https://www.goodreads.com/author/show/4841825.Marion_Zimmer_Bradley","4.15","4132","https://goodreads.com/book/show/5983223-o-rei-veado"
"The Blue Lagoon","Henry de Vere Stacpoole","https://www.goodreads.com/author/show/625013.Henry_de_Vere_Stacpoole","3.59","1913","https://goodreads.com/book/show/2300939.The_Blue_Lagoon"
"The Potato Factory (The Potato Factory, #1)","Bryce Courtenay","https://www.goodreads.com/author/show/63.Bryce_Courtenay","4.11","8758","https://goodreads.com/book/show/137808.The_Potato_Factory"
"Fifty Shades of Grey (Fifty Shades, #1)","E.L. James","https://www.goodreads.com/author/show/4725841.E_L_James","3.66","1796","https://goodreads.com/book/show/10818853-fifty-shades-of-grey"
"Daddy-Long-Legs (Daddy-Long-Legs, #1)","Jean Webster","https://www.goodreads.com/author/show/30095.Jean_Webster","4.14","39825","https://goodreads.com/book/show/1499952.Daddy_Long_Legs"
"The Other Side of the Mountain: The Story of Jill Kinmont","E.G. Valens","https://www.goodreads.com/author/show/7383551.E_G_Valens","3.9","1163","https://goodreads.com/book/show/129808.The_Other_Side_of_the_Mountain"
"Wide Sargasso Sea","Jean Rhys","https://www.goodreads.com/author/show/25022.Jean_Rhys","3.58","58897","https://goodreads.com/book/show/829375.Wide_Sargasso_Sea"
"The Prince of Thieves (Tales of Robin Hood by Alexandre Dumas #1)","Alexandre Dumas","https://www.goodreads.com/author/show/4785.Alexandre_Dumas","4.03","16293","https://goodreads.com/book/show/388223.The_Prince_of_Thieves"
"The Stand","Stephen King","https://www.goodreads.com/author/show/3389.Stephen_King","4.34","575874","https://goodreads.com/book/show/149267.The_Stand"
"How to Live with a Psychic: Your Guide for Maintaining a Happy Relationship when Someone You Love Gets Weird","Crystal Hope Reed","https://www.goodreads.com/author/show/16373906.Crystal_Hope_Reed","4.5","4","https://goodreads.com/book/show/34106502-how-to-live-with-a-psychic"
"The Thin Man","Dashiell Hammett","https://www.goodreads.com/author/show/16927.Dashiell_Hammett","3.95","25603","https://goodreads.com/book/show/80616.The_Thin_Man"
"Stupeur et tremblements","Amélie Nothomb","https://www.goodreads.com/author/show/40416.Am_lie_Nothomb","3.73","20826","https://goodreads.com/book/show/71458.Stupeur_et_tremblements"
"Captain Corelli's Mandolin","Louis de Bernières","https://www.goodreads.com/author/show/2313.Louis_de_Berni_res","3.98","74683","https://goodreads.com/book/show/281448.Captain_Corelli_s_Mandolin"
"Un anno sull'altipiano","Emilio Lussu","https://www.goodreads.com/author/show/1093118.Emilio_Lussu","4.13","1237","https://goodreads.com/book/show/9669284-un-anno-sull-altipiano"
"I Was A Doctor In Auschwitz","Gisella Perl","https://www.goodreads.com/author/show/408715.Gisella_Perl","4.48","289","https://goodreads.com/book/show/777047.I_Was_A_Doctor_In_Auschwitz"
"Paper Towns","John Green","https://www.goodreads.com/author/show/1406384.John_Green","3.82","840098","https://goodreads.com/book/show/6442769-paper-towns"
"Into the Wild","Jon Krakauer","https://www.goodreads.com/author/show/1235.Jon_Krakauer","3.98","828430","https://goodreads.com/book/show/1845.Into_the_Wild"
"The Big Sleep (Philip Marlowe, #1)","Raymond Chandler","https://www.goodreads.com/author/show/1377.Raymond_Chandler","4.01","113599","https://goodreads.com/book/show/2052.The_Big_Sleep"
"Mayflower Madam: The Secret Life of Sydney Biddle Barrows","Sydney Biddle Barrows","https://www.goodreads.com/author/show/13579.Sydney_Biddle_Barrows","3.56","358","https://goodreads.com/book/show/24120.Mayflower_Madam"
"Monkey Shines","Michael      Stewart","https://www.goodreads.com/author/show/9831900.Michael_Stewart","3.5","116","https://goodreads.com/book/show/2708063-monkey-shines"
"The Mouse and His Child","Russell Hoban","https://www.goodreads.com/author/show/12076.Russell_Hoban","3.96","2134","https://goodreads.com/book/show/24909.The_Mouse_and_His_Child"
"The Once and Future King (The Once and Future King, #1-4)","T.H. White","https://www.goodreads.com/author/show/426944.T_H_White","4.07","92564","https://goodreads.com/book/show/43545.The_Once_and_Future_King"
"The Ice Harvest","Scott Phillips","https://www.goodreads.com/author/show/55571.Scott_Phillips","3.57","1036","https://goodreads.com/book/show/9442572-the-ice-harvest"
"Hände weg von Mississippi","Cornelia Funke","https://www.goodreads.com/author/show/15873.Cornelia_Funke","3.92","416","https://goodreads.com/book/show/17700603-h-nde-weg-von-mississippi"
"Casino","Nicholas Pileggi","https://www.goodreads.com/author/show/91578.Nicholas_Pileggi","4.02","4304","https://goodreads.com/book/show/387627.Casino"
"The House of the Spirits","Isabel Allende","https://www.goodreads.com/author/show/2238.Isabel_Allende","4.23","174377","https://goodreads.com/book/show/9328.The_House_of_the_Spirits"
"The Far Pavilions","M.M. Kaye","https://www.goodreads.com/author/show/1040250.M_M_Kaye","4.21","38905","https://goodreads.com/book/show/10222.The_Far_Pavilions"
"How To Profit in Entertainment: Social Media Guide","Yolanda Nollie","https://www.goodreads.com/author/show/18752938.Yolanda_Nollie","5.0","2","https://goodreads.com/book/show/43439909-how-to-profit-in-entertainment"
"The Bad Beginning (A Series of Unfortunate Events, #1)","Lemony Snicket","https://www.goodreads.com/author/show/36746.Lemony_Snicket","3.94","369936","https://goodreads.com/book/show/78411.The_Bad_Beginning"
"Final Curtain (Roderick Alleyn, #14)","Ngaio Marsh","https://www.goodreads.com/author/show/68144.Ngaio_Marsh","4.02","3021","https://goodreads.com/book/show/280849.Final_Curtain"
"Tim","Colleen McCullough","https://www.goodreads.com/author/show/4917067.Colleen_McCullough","3.81","4064","https://goodreads.com/book/show/182434.Tim"
"Beautiful Elixir (Beautiful Oblivion, #3)","Addison Moore","https://www.goodreads.com/author/show/4096668.Addison_Moore","4.07","413","https://goodreads.com/book/show/24810846-beautiful-elixir"
"The Servants of Twilight","Leigh Nichols","https://www.goodreads.com/author/show/215502.Leigh_Nichols","3.83","17482","https://goodreads.com/book/show/64963.The_Servants_of_Twilight"
"Vampire Academy (Vampire Academy, #1)","Richelle Mead","https://www.goodreads.com/author/show/137902.Richelle_Mead","4.13","523017","https://goodreads.com/book/show/345627.Vampire_Academy"
"Road to Perdition (Road to Perdition, #1)","Max Allan Collins","https://www.goodreads.com/author/show/12014.Max_Allan_Collins","3.86","2293","https://goodreads.com/book/show/553444.Road_to_Perdition"
"Revenge of the Sith (Star Wars: Novelizations, #3)","Matthew Woodring Stover","https://www.goodreads.com/author/show/1567394.Matthew_Woodring_Stover","4.14","12898","https://goodreads.com/book/show/35458.Revenge_of_the_Sith"
"Die Wilden Hühner auf Klassenfahrt (Die Wilden Hühner, #2)","Cornelia Funke","https://www.goodreads.com/author/show/15873.Cornelia_Funke","4.07","1576","https://goodreads.com/book/show/1896380.Die_Wilden_H_hner_auf_Klassenfahrt"
"O Crime do Padre Amaro","Eça de Queirós","https://www.goodreads.com/author/show/6913270.E_a_de_Queir_s","4.09","4253","https://goodreads.com/book/show/6511823-o-crime-do-padre-amaro"
"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)","Douglas Adams","https://www.goodreads.com/author/show/4.Douglas_Adams","4.38","270120","https://goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy"
"Les Heures","Michael Cunningham","https://www.goodreads.com/author/show/1432.Michael_Cunningham","3.93","121899","https://goodreads.com/book/show/831852.Les_Heures"
"The African Queen","C.S. Forester","https://www.goodreads.com/author/show/932179.C_S_Forester","4.05","7475","https://goodreads.com/book/show/423125.The_African_Queen"
"Allegiant (Divergent, #3)","Veronica Roth","https://www.goodreads.com/author/show/4039811.Veronica_Roth","3.63","777861","https://goodreads.com/book/show/18710190-allegiant"
"Wisconsin Death Trip","Michael Lesy","https://www.goodreads.com/author/show/46712.Michael_Lesy","4.03","1516","https://goodreads.com/book/show/200081.Wisconsin_Death_Trip"
"Red","Jack Ketchum","https://www.goodreads.com/author/show/90070.Jack_Ketchum","3.94","2550","https://goodreads.com/book/show/815947.Red"
"Liquid Sky","Anne Carlisle","https://www.goodreads.com/author/show/402353.Anne_Carlisle","3.79","42","https://goodreads.com/book/show/762331.Liquid_Sky"
"The Devotion of Suspect X","Keigo Higashino","https://www.goodreads.com/author/show/117366.Keigo_Higashino","4.12","26883","https://goodreads.com/book/show/13446688-the-devotion-of-suspect-x"
"Christine","Stephen King","https://www.goodreads.com/author/show/3389.Stephen_King","3.77","188080","https://goodreads.com/book/show/10629.Christine"
"Equus","Peter Shaffer","https://www.goodreads.com/author/show/28785.Peter_Shaffer","3.94","18021","https://goodreads.com/book/show/334286.Equus"
"Life with Father","Clarence Day Jr.","https://www.goodreads.com/author/show/282196.Clarence_Day_Jr_","4.04","2262","https://goodreads.com/book/show/506871.Life_with_Father"
"The Man Without a Face","Isabelle Holland","https://www.goodreads.com/author/show/77011.Isabelle_Holland","3.77","682","https://goodreads.com/book/show/482842.The_Man_Without_a_Face"
"Wild: From Lost to Found on the Pacific Crest Trail","Cheryl Strayed","https://www.goodreads.com/author/show/155717.Cheryl_Strayed","4.0","568379","https://goodreads.com/book/show/13367541-wild"
"Silence: Part Two of Echoes & Silence (Dark Secrets #6)","Angela M. Hudson","https://www.goodreads.com/author/show/5355122.Angela_M_Hudson","4.57","620","https://goodreads.com/book/show/24750643-silence"
"Mr. Monk and The Blue Flu (Mr. Monk, #3)","Lee Goldberg","https://www.goodreads.com/author/show/67202.Lee_Goldberg","3.89","2063","https://goodreads.com/book/show/115920.Mr_Monk_and_The_Blue_Flu"
"My Louisiana Sky","Kimberly Willis Holt","https://www.goodreads.com/author/show/130186.Kimberly_Willis_Holt","3.95","2291","https://goodreads.com/book/show/315781.My_Louisiana_Sky"
"Gone Girl","Gillian Flynn","https://www.goodreads.com/author/show/2383.Gillian_Flynn","4.07","2150","https://goodreads.com/book/show/19288043-gone-girl"
"And Then There Were None","Agatha Christie","https://www.goodreads.com/author/show/123715.Agatha_Christie","4.26","719307","https://goodreads.com/book/show/16299.And_Then_There_Were_None"
"Batman: The Killing Joke","Alan Moore","https://www.goodreads.com/author/show/3961.Alan_Moore","4.37","158684","https://goodreads.com/book/show/96358.Batman"
"Anna Karenina","Leo Tolstoy","https://www.goodreads.com/author/show/128382.Leo_Tolstoy","4.05","623408","https://goodreads.com/book/show/15823480-anna-karenina"
"8:17 pm, rue Darling","Bernard Émond","https://www.goodreads.com/author/show/7312665.Bernard_mond","3.33","18","https://goodreads.com/book/show/22213437-8"
"Up the Down Staircase","Bel Kaufman","https://www.goodreads.com/author/show/92960.Bel_Kaufman","3.95","8533","https://goodreads.com/book/show/160320.Up_the_Down_Staircase"
"The Twilight Saga (Twilight, #1-4)","Stephenie Meyer","https://www.goodreads.com/author/show/941441.Stephenie_Meyer","3.89","105872","https://goodreads.com/book/show/3090465-the-twilight-saga"
"Dinner at the Homesick Restaurant","Anne Tyler","https://www.goodreads.com/author/show/457.Anne_Tyler","3.81","23784","https://goodreads.com/book/show/77699.Dinner_at_the_Homesick_Restaurant"
"Abeltje","Annie M.G. Schmidt","https://www.goodreads.com/author/show/615182.Annie_M_G_Schmidt","3.74","596","https://goodreads.com/book/show/10403180-abeltje"
"The Punisher, Vol. 1: Welcome Back, Frank","Garth Ennis","https://www.goodreads.com/author/show/14965.Garth_Ennis","4.22","4744","https://goodreads.com/book/show/664149.The_Punisher_Vol_1"
"Othello","William Shakespeare","https://www.goodreads.com/author/show/947.William_Shakespeare","3.89","297672","https://goodreads.com/book/show/12996.Othello"
"The Grace Allen Series Set Books 1 & 2","Alisha Basso","https://www.goodreads.com/author/show/5763735.Alisha_Basso","4.5","8","https://goodreads.com/book/show/25238917-the-grace-allen-series-set-books-1-2"
"The Shining","Stephen King","https://www.goodreads.com/author/show/3389.Stephen_King","4.22","1046","https://goodreads.com/book/show/11588.The_Shining"
"A Dark-Adapted Eye","Barbara Vine","https://www.goodreads.com/author/show/47687.Barbara_Vine","3.97","7096","https://goodreads.com/book/show/83422.A_Dark_Adapted_Eye"
"Kiss the Girls (Alex Cross, #2)","James Patterson","https://www.goodreads.com/author/show/3780.James_Patterson","3.96","304471","https://goodreads.com/book/show/13148.Kiss_the_Girls"
