"title","author","author_url","rating","voters_count","url"
"From Here to Eternity","James  Jones","https://www.goodreads.com/author/show/3999.James_Jones","4.09","15581","https://goodreads.com/book/show/21801819-from-here-to-eternity"
"The Struggles and Growth of a Man Part 2","Jamell Crouthers","https://www.goodreads.com/author/show/15056376.Jamell_Crouthers","5.0","2","https://goodreads.com/book/show/37576122-the-struggles-and-growth-of-a-man-part-2"
"The Mayor of Casterbridge","Thomas Hardy","https://www.goodreads.com/author/show/15905.Thomas_Hardy","3.82","52182","https://goodreads.com/book/show/56759.The_Mayor_of_Casterbridge"
"Täällä Pohjantähden alla 1–3","Väinö Linna","https://www.goodreads.com/author/show/238401.V_in_Linna","4.51","1452","https://goodreads.com/book/show/1229089.T_ll_Pohjant_hden_alla_1_3"
"Fire in an Amber Sky (Burning Through Gravity, #3)","Addison Moore","https://www.goodreads.com/author/show/4096668.Addison_Moore","4.19","298","https://goodreads.com/book/show/27778833-fire-in-an-amber-sky"
"'night, Mother","Marsha Norman","https://www.goodreads.com/author/show/2043.Marsha_Norman","3.92","10067","https://goodreads.com/book/show/50544._night_Mother"
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","J.K. Rowling","https://www.goodreads.com/author/show/1077326.J_K_Rowling","4.47","6461","https://goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone"
"The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus","Richard Preston","https://www.goodreads.com/author/show/8184204.Richard_Preston","4.12","92103","https://goodreads.com/book/show/16213.The_Hot_Zone"
"Snow Flower and the Secret Fan","Lisa See","https://www.goodreads.com/author/show/713.Lisa_See","4.07","330201","https://goodreads.com/book/show/1103.Snow_Flower_and_the_Secret_Fan"
"Waiting to Exhale (Waiting To Exhale #1)","Terry McMillan","https://www.goodreads.com/author/show/20704.Terry_McMillan","3.96","14002","https://goodreads.com/book/show/122212.Waiting_to_Exhale"
"The World According to Garp","John Irving","https://www.goodreads.com/author/show/3075.John_Irving","4.08","198428","https://goodreads.com/book/show/7069.The_World_According_to_Garp"
"Jacob's Ladder","Bruce Joel Rubin","https://www.goodreads.com/author/show/69084.Bruce_Joel_Rubin","4.07","68","https://goodreads.com/book/show/119180.Jacob_s_Ladder"
"The Beach","Alex Garland","https://www.goodreads.com/author/show/5684.Alex_Garland","3.94","67334","https://goodreads.com/book/show/607639.The_Beach"
"Waiting for Godot","Samuel Beckett","https://www.goodreads.com/author/show/1433597.Samuel_Beckett","3.83","148418","https://goodreads.com/book/show/592951.Waiting_for_Godot"
"Me and You, Lord","Susan Tosounian","https://www.goodreads.com/author/show/17418388.Susan_Tosounian","5.0","1","https://goodreads.com/book/show/36898592-me-and-you-lord"
"The Silence of the Lambs  (Hannibal Lecter, #2)","Thomas  Harris","https://www.goodreads.com/author/show/12455.Thomas_Harris","4.19","432643","https://goodreads.com/book/show/23807.The_Silence_of_the_Lambs"
"Die Wilden Hühner (Die Wilden Hühner, #1)","Cornelia Funke","https://www.goodreads.com/author/show/15873.Cornelia_Funke","4.06","2671","https://goodreads.com/book/show/366121.Die_Wilden_H_hner"
"The Surrogates","Robert Venditti","https://www.goodreads.com/author/show/105630.Robert_Venditti","3.7","1423","https://goodreads.com/book/show/181182.The_Surrogates"
"Pretend You Don't See Her","Mary Higgins Clark","https://www.goodreads.com/author/show/99044.Mary_Higgins_Clark","3.89","16518","https://goodreads.com/book/show/304679.Pretend_You_Don_t_See_Her"
"The Lady in the Lake (Philip Marlowe, #4)","Raymond Chandler","https://www.goodreads.com/author/show/1377.Raymond_Chandler","4.07","16637","https://goodreads.com/book/show/776159.The_Lady_in_the_Lake"
"Disney Snow White and the Seven Dwarfs (A Little Golden Book)","Walt Disney Company","https://www.goodreads.com/author/show/3510823.Walt_Disney_Company","4.18","22333","https://goodreads.com/book/show/141019.Disney_Snow_White_and_the_Seven_Dwarfs"
"Nação Prozac","Elizabeth Wurtzel","https://www.goodreads.com/author/show/4370.Elizabeth_Wurtzel","3.59","53221","https://goodreads.com/book/show/179531.Na_o_Prozac"
"OKINAWA DIET: THE LONGEVITY SECRET","Marco Carestia","https://www.goodreads.com/author/show/16726707.Marco_Carestia","4.96","50","https://goodreads.com/book/show/40163022-okinawa-diet"
"The Da Vinci Code (Robert Langdon, #2)","Dan Brown","https://www.goodreads.com/author/show/630.Dan_Brown","3.84","1818","https://goodreads.com/book/show/968.The_Da_Vinci_Code"
"The Jungle Book","Rudyard Kipling","https://www.goodreads.com/author/show/6989.Rudyard_Kipling","3.93","98761","https://goodreads.com/book/show/77270.The_Jungle_Book"
"Suite Française","Irène Némirovsky","https://www.goodreads.com/author/show/22493.Ir_ne_N_mirovsky","3.84","57486","https://goodreads.com/book/show/607701.Suite_Fran_aise"
"O Prisioneiro da Árvore","Marion Zimmer Bradley","https://www.goodreads.com/author/show/4841825.Marion_Zimmer_Bradley","4.15","3773","https://goodreads.com/book/show/5983232-o-prisioneiro-da-rvore"
"Chitty Chitty Bang Bang (Chitty Chitty Bang Bang, #1)","Ian Fleming","https://www.goodreads.com/author/show/2565.Ian_Fleming","4.0","12508","https://goodreads.com/book/show/576335.Chitty_Chitty_Bang_Bang"
"Ramona","Helen Hunt Jackson","https://www.goodreads.com/author/show/52436.Helen_Hunt_Jackson","3.73","1778","https://goodreads.com/book/show/693238.Ramona"
"Election","Tom Perrotta","https://www.goodreads.com/author/show/15907.Tom_Perrotta","3.86","7272","https://goodreads.com/book/show/28282.Election"
"The Cadet Murder Case: A True Story of Teen Love and Deadly Revenge","A.W. Gray","https://www.goodreads.com/author/show/190966.A_W_Gray","3.46","76","https://goodreads.com/book/show/462167.The_Cadet_Murder_Case"
"Non piangete la mia morte","Bartolomeo Vanzetti","https://www.goodreads.com/author/show/47316.Bartolomeo_Vanzetti","4.75","8","https://goodreads.com/book/show/10091927-non-piangete-la-mia-morte"
"The 39 Steps (Richard Hannay, #1)","John Buchan","https://www.goodreads.com/author/show/3073.John_Buchan","3.61","27845","https://goodreads.com/book/show/153492.The_39_Steps"
"The Inn of the Sixth Happiness","Alan Burgess","https://www.goodreads.com/author/show/125436.Alan_Burgess","4.26","1364","https://goodreads.com/book/show/2144702.The_Inn_of_the_Sixth_Happiness"
"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)","Ann Brashares","https://www.goodreads.com/author/show/3681.Ann_Brashares","3.83","69801","https://goodreads.com/book/show/5452.Girls_in_Pants"
"Vampire Lies (Blood and Snow Season 2, #1)","RaShelle Workman","https://www.goodreads.com/author/show/2958515.RaShelle_Workman","4.1","306","https://goodreads.com/book/show/21898026-vampire-lies"
"Train Man","Hitori Nakano","https://www.goodreads.com/author/show/12480.Hitori_Nakano","3.71","1684","https://goodreads.com/book/show/382980.Train_Man"
"The Phantom of the Opera","Gaston Leroux","https://www.goodreads.com/author/show/9057.Gaston_Leroux","3.97","188184","https://goodreads.com/book/show/480204.The_Phantom_of_the_Opera"
"Primary Colors: A Novel of Politics","Anonymous","https://www.goodreads.com/author/show/5158478.Anonymous","3.61","5199","https://goodreads.com/book/show/261444.Primary_Colors"
"Fifty Dead Men Walking","Martin McGartland","https://www.goodreads.com/author/show/66120.Martin_McGartland","4.13","1255","https://goodreads.com/book/show/1486980.Fifty_Dead_Men_Walking"
"The Horse Whisperer","Nicholas Evans","https://www.goodreads.com/author/show/6098.Nicholas_Evans","3.81","49337","https://goodreads.com/book/show/479415.The_Horse_Whisperer"
"Muffin (House of Assignation SEries)","Kimmie Thomas","https://www.goodreads.com/author/show/4414172.Kimmie_Thomas","5.0","8","https://goodreads.com/book/show/40176879-muffin"
"Caesar and Cleopatra","George Bernard Shaw","https://www.goodreads.com/author/show/5217.George_Bernard_Shaw","3.67","1584","https://goodreads.com/book/show/437428.Caesar_and_Cleopatra"
"The Incredible Journey","Sheila Burnford","https://www.goodreads.com/author/show/64654.Sheila_Burnford","4.17","47103","https://goodreads.com/book/show/231821.The_Incredible_Journey"
"Die Welle","Morton Rhue","https://www.goodreads.com/author/show/48942.Morton_Rhue","3.58","17787","https://goodreads.com/book/show/759083.Die_Welle"
"The Notebook (The Notebook, #1)","Nicholas Sparks","https://www.goodreads.com/author/show/2345.Nicholas_Sparks","4.09","1252","https://goodreads.com/book/show/15931.The_Notebook"
"Roots: The Saga of an American Family","Alex Haley","https://www.goodreads.com/author/show/17434.Alex_Haley","4.44","139671","https://goodreads.com/book/show/546018.Roots"
"Dinotopia: A Land Apart from Time","James Gurney","https://www.goodreads.com/author/show/83267.James_Gurney","4.25","11105","https://goodreads.com/book/show/144006.Dinotopia"
"Girl with a Pearl Earring","Tracy Chevalier","https://www.goodreads.com/author/show/1973.Tracy_Chevalier","3.88","595295","https://goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring"
"The Odd Flower","Elaine Rand","https://www.goodreads.com/author/show/17792969.Elaine_Rand","4.5","2","https://goodreads.com/book/show/38671204-the-odd-flower"
"In Cold Blood","Truman Capote","https://www.goodreads.com/author/show/431149.Truman_Capote","4.07","492479","https://goodreads.com/book/show/168642.In_Cold_Blood"
"Peter Pan","J.M. Barrie","https://www.goodreads.com/author/show/5255014.J_M_Barrie","4.08","250696","https://goodreads.com/book/show/34268.Peter_Pan"
"Going Postal (Discworld, #33; Moist von Lipwig, #1)","Terry Pratchett","https://www.goodreads.com/author/show/1654.Terry_Pratchett","4.38","97009","https://goodreads.com/book/show/64222.Going_Postal"
"The Age of Innocence","Edith Wharton","https://www.goodreads.com/author/show/16.Edith_Wharton","3.95","133544","https://goodreads.com/book/show/53835.The_Age_of_Innocence"
"The Returned","Jason Mott","https://www.goodreads.com/author/show/6219675.Jason_Mott","3.3","14334","https://goodreads.com/book/show/17182421-the-returned"
"Wild at Heart","Barry Gifford","https://www.goodreads.com/author/show/8099.Barry_Gifford","3.79","1136","https://goodreads.com/book/show/12867.Wild_at_Heart"
"Ordinary People","Judith Guest","https://www.goodreads.com/author/show/30830.Judith_Guest","3.91","17972","https://goodreads.com/book/show/160251.Ordinary_People"
"A Stir of Echoes","Richard Matheson","https://www.goodreads.com/author/show/8726.Richard_Matheson","3.89","11381","https://goodreads.com/book/show/4008171-a-stir-of-echoes"
"O Desconhecido do Norte-Expresso","Patricia Highsmith","https://www.goodreads.com/author/show/7622.Patricia_Highsmith","3.77","15991","https://goodreads.com/book/show/13267382-o-desconhecido-do-norte-expresso"
"Strip Tease","Carl Hiaasen","https://www.goodreads.com/author/show/8178.Carl_Hiaasen","3.84","13864","https://goodreads.com/book/show/13074.Strip_Tease"
"Lillie Langtry: A Biography","Noel B. Gerson","https://www.goodreads.com/author/show/141051.Noel_B_Gerson","4.5","2","https://goodreads.com/book/show/2395478.Lillie_Langtry"
"The Trial","Franz Kafka","https://www.goodreads.com/author/show/5223.Franz_Kafka","3.98","211685","https://goodreads.com/book/show/17690.The_Trial"
"Walt Disney Pictures Presents the Prince and the Pauper","Fran Manushkin","https://www.goodreads.com/author/show/29553.Fran_Manushkin","3.62","117","https://goodreads.com/book/show/615955.Walt_Disney_Pictures_Presents_the_Prince_and_the_Pauper"
"Midnight in the Garden of Good and Evil","John Berendt","https://www.goodreads.com/author/show/4952.John_Berendt","3.92","209132","https://goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil"
"Dream Story","Arthur Schnitzler","https://www.goodreads.com/author/show/38658.Arthur_Schnitzler","3.78","9044","https://goodreads.com/book/show/157409.Dream_Story"
"Ripley Debaixo de Água (Ripley, #5)","Patricia Highsmith","https://www.goodreads.com/author/show/7622.Patricia_Highsmith","3.8","2704","https://goodreads.com/book/show/9795179-ripley-debaixo-de-gua"
"Tomorrow, When the War Began (Tomorrow, #1)","John Marsden","https://www.goodreads.com/author/show/28756.John_Marsden","4.06","46755","https://goodreads.com/book/show/71865.Tomorrow_When_the_War_Began"
"The Mysterious Affair at Styles (Hercule Poirot, #1)","Agatha Christie","https://www.goodreads.com/author/show/123715.Agatha_Christie","3.99","223370","https://goodreads.com/book/show/16343.The_Mysterious_Affair_at_Styles"
"Die Wilden Hühner und die Liebe (Die Wilden Hühner, #5)","Cornelia Funke","https://www.goodreads.com/author/show/15873.Cornelia_Funke","4.05","1458","https://goodreads.com/book/show/493469.Die_Wilden_H_hner_und_die_Liebe"
"The Good Earth (House of Earth, #1)","Pearl S. Buck","https://www.goodreads.com/author/show/704.Pearl_S_Buck","3.98","216414","https://goodreads.com/book/show/1078.The_Good_Earth"
"The Descendants","Kaui Hart Hemmings","https://www.goodreads.com/author/show/489673.Kaui_Hart_Hemmings","3.83","20104","https://goodreads.com/book/show/968403.The_Descendants"
"American Splendor: Our Movie Year","Harvey Pekar","https://www.goodreads.com/author/show/5125.Harvey_Pekar","3.62","468","https://goodreads.com/book/show/500675.American_Splendor"
"A Scanner Darkly","Philip K. Dick","https://www.goodreads.com/author/show/4764.Philip_K_Dick","4.02","81830","https://goodreads.com/book/show/14817.A_Scanner_Darkly"
"One Flew Over the Cuckoo's Nest","Ken Kesey","https://www.goodreads.com/author/show/7285.Ken_Kesey","4.2","601235","https://goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest"
"Valkyrie: The Plot To Kill Hitler","Philipp Freiherr von Boeselager","https://www.goodreads.com/author/show/2843559.Philipp_Freiherr_von_Boeselager","3.45","899","https://goodreads.com/book/show/6558620-valkyrie"
"Young Bess (Elizabeth Trilogy, #1)","Margaret Irwin","https://www.goodreads.com/author/show/190817.Margaret_Irwin","3.87","1616","https://goodreads.com/book/show/1868373.Young_Bess"
"The Accidental Tourist","Anne Tyler","https://www.goodreads.com/author/show/457.Anne_Tyler","3.91","92677","https://goodreads.com/book/show/60792.The_Accidental_Tourist"
"The Inheritance","Louisa May Alcott","https://www.goodreads.com/author/show/1315.Louisa_May_Alcott","3.64","4923","https://goodreads.com/book/show/17558.The_Inheritance"
"Z","Vassilis Vassilikos","https://www.goodreads.com/author/show/294526.Vassilis_Vassilikos","4.05","932","https://goodreads.com/book/show/871294.Z"
"Mommie Dearest","Christina Crawford","https://www.goodreads.com/author/show/208043.Christina_Crawford","3.61","7975","https://goodreads.com/book/show/629202.Mommie_Dearest"
"The Witches","Roald Dahl","https://www.goodreads.com/author/show/4273.Roald_Dahl","4.18","288163","https://goodreads.com/book/show/6327.The_Witches"
"The Taming of the Shrew","William Shakespeare","https://www.goodreads.com/author/show/947.William_Shakespeare","3.8","148483","https://goodreads.com/book/show/47021.The_Taming_of_the_Shrew"
"Nights in Rodanthe","Nicholas Sparks","https://www.goodreads.com/author/show/2345.Nicholas_Sparks","3.84","148845","https://goodreads.com/book/show/15926.Nights_in_Rodanthe"
"The Monk","Matthew Lewis","https://www.goodreads.com/author/show/7798465.Matthew_Lewis","3.8","21230","https://goodreads.com/book/show/93157.The_Monk"
"Von Ryan's Express","David Westheimer","https://www.goodreads.com/author/show/162305.David_Westheimer","4.01","551","https://goodreads.com/book/show/468059.Von_Ryan_s_Express"
"Island of the Blue Dolphins","Scott O'Dell","https://www.goodreads.com/author/show/4999.Scott_O_Dell","3.83","275929","https://goodreads.com/book/show/233818.Island_of_the_Blue_Dolphins"
"What's Eating Gilbert Grape","Peter Hedges","https://www.goodreads.com/author/show/18719.Peter_Hedges","4.1","14270","https://goodreads.com/book/show/152662.What_s_Eating_Gilbert_Grape"
"Rebecca","Daphne du Maurier","https://www.goodreads.com/author/show/2001717.Daphne_du_Maurier","4.23","414889","https://goodreads.com/book/show/17899948-rebecca"
"Treasure Island","Robert Louis Stevenson","https://www.goodreads.com/author/show/854076.Robert_Louis_Stevenson","3.83","377572","https://goodreads.com/book/show/295.Treasure_Island"
"Disney's Pooh's Grand Adventure The Search for Christopher Robin (A Little Golden Book)","Justine Korman","https://www.goodreads.com/author/show/19269712.Justine_Korman","4.01","120","https://goodreads.com/book/show/1178202.Disney_s_Pooh_s_Grand_Adventure_The_Search_for_Christopher_Robin"
"That Summer","Sarah Dessen","https://www.goodreads.com/author/show/2987.Sarah_Dessen","3.48","50627","https://goodreads.com/book/show/104379.That_Summer"
"The Time Machine","H.G. Wells","https://www.goodreads.com/author/show/880695.H_G_Wells","3.89","384085","https://goodreads.com/book/show/2493.The_Time_Machine"
"Veronica Guerin","Emily O'Reilly","https://www.goodreads.com/author/show/166431.Emily_O_Reilly","3.57","44","https://goodreads.com/book/show/904610.Veronica_Guerin"
"The Borrowers (The Borrowers, #1)","Mary Norton","https://www.goodreads.com/author/show/9720.Mary_Norton","4.03","86087","https://goodreads.com/book/show/348573.The_Borrowers"
"Peyton Place","Grace Metalious","https://www.goodreads.com/author/show/21004.Grace_Metalious","3.76","9554","https://goodreads.com/book/show/526869.Peyton_Place"
"Captain Blood","Rafael Sabatini","https://www.goodreads.com/author/show/82608.Rafael_Sabatini","4.17","14100","https://goodreads.com/book/show/599573.Captain_Blood"
"Gone, Baby, Gone (Kenzie & Gennaro, #4)","Dennis Lehane","https://www.goodreads.com/author/show/10289.Dennis_Lehane","4.14","31805","https://goodreads.com/book/show/425123.Gone_Baby_Gone"
"This Curse (Grace Allen, #2)","Alisha Basso","https://www.goodreads.com/author/show/5763735.Alisha_Basso","4.12","283","https://goodreads.com/book/show/17251195-this-curse"
"Thieves Like Us","Edward Anderson","https://www.goodreads.com/author/show/97111.Edward_Anderson","3.7","509","https://goodreads.com/book/show/1148823.Thieves_Like_Us"
"Class Trip","Emmanuel Carrère","https://www.goodreads.com/author/show/184425.Emmanuel_Carr_re","3.66","2189","https://goodreads.com/book/show/1150832.Class_Trip"
"The Day The Universe Changed","James  Burke","https://www.goodreads.com/author/show/989318.James_Burke","4.22","1830","https://goodreads.com/book/show/1529016.The_Day_The_Universe_Changed"
"Maniac Magee","Jerry Spinelli","https://www.goodreads.com/author/show/12696.Jerry_Spinelli","3.88","113511","https://goodreads.com/book/show/139463.Maniac_Magee"
"Closer","Patrick Marber","https://www.goodreads.com/author/show/20281.Patrick_Marber","3.99","4202","https://goodreads.com/book/show/51670.Closer"
"Up in the Air","Walter Kirn","https://www.goodreads.com/author/show/15544.Walter_Kirn","2.86","4574","https://goodreads.com/book/show/30680.Up_in_the_Air"
"Exodus","Leon Uris","https://www.goodreads.com/author/show/19708.Leon_Uris","4.34","88522","https://goodreads.com/book/show/42697.Exodus"
"The Big Sky (The Big Sky, #1)","A.B. Guthrie Jr.","https://www.goodreads.com/author/show/117797.A_B_Guthrie_Jr_","4.02","4073","https://goodreads.com/book/show/202035.The_Big_Sky"
"Lotta on Troublemaker Street","Astrid Lindgren","https://www.goodreads.com/author/show/410653.Astrid_Lindgren","3.98","2170","https://goodreads.com/book/show/19319.Lotta_on_Troublemaker_Street"
"Between The Lines: Volumes of Words Unspoken","Céline Zabad","https://www.goodreads.com/author/show/18704861.C_line_Zabad","4.34","87","https://goodreads.com/book/show/43254270-between-the-lines"
"Cheaper by the Dozen","Frank B. Gilbreth Jr.","https://www.goodreads.com/author/show/3429453.Frank_B_Gilbreth_Jr_","4.02","35519","https://goodreads.com/book/show/764903.Cheaper_by_the_Dozen"
"Maxi ' Tippkick' Maximilian (Die Wilden Fußballkerle #7)","Joachim Masannek","https://www.goodreads.com/author/show/855198.Joachim_Masannek","3.74","69","https://goodreads.com/book/show/1875618.Maxi_Tippkick_Maximilian"
"Der Räuber Hotzenplotz (Hotzenplotz, #1)","Otfried Preußler","https://www.goodreads.com/author/show/127314.Otfried_Preu_ler","4.19","4157","https://goodreads.com/book/show/1246526.Der_R_uber_Hotzenplotz"
"The Ox-Bow Incident","Walter Van Tilburg Clark","https://www.goodreads.com/author/show/25852.Walter_Van_Tilburg_Clark","3.83","4829","https://goodreads.com/book/show/46212.The_Ox_Bow_Incident"
"Sete Anos no Tibete","Heinrich Harrer","https://www.goodreads.com/author/show/38329.Heinrich_Harrer","4.08","17119","https://goodreads.com/book/show/6615526-sete-anos-no-tibete"
"Kramer vs. Kramer","Avery Corman","https://www.goodreads.com/author/show/343363.Avery_Corman","3.84","1755","https://goodreads.com/book/show/812368.Kramer_vs_Kramer"
"To Kill a Mockingbird (To Kill a Mockingbird, #1)","Harper Lee","https://www.goodreads.com/author/show/1825.Harper_Lee","4.27","4206","https://goodreads.com/book/show/2657.To_Kill_a_Mockingbird"
"Brooklyn","Colm Tóibín","https://www.goodreads.com/author/show/1351903.Colm_T_ib_n","3.67","87388","https://goodreads.com/book/show/4954833-brooklyn"
"Un Secret","Philippe Grimbert","https://www.goodreads.com/author/show/194963.Philippe_Grimbert","3.62","2227","https://goodreads.com/book/show/16147783-un-secret"
"The Gruffalo","Julia Donaldson","https://www.goodreads.com/author/show/103243.Julia_Donaldson","4.49","27380","https://goodreads.com/book/show/1013383.The_Gruffalo"
"Baise-moi","Virginie Despentes","https://www.goodreads.com/author/show/35668.Virginie_Despentes","3.33","2241","https://goodreads.com/book/show/2099051.Baise_moi"
"Howard Hughes: The Secret Life","Charles Higham","https://www.goodreads.com/author/show/26637.Charles_Higham","3.41","301","https://goodreads.com/book/show/474514.Howard_Hughes"
"Exit to Eden","Anne Rampling","https://www.goodreads.com/author/show/17553.Anne_Rampling","3.58","14777","https://goodreads.com/book/show/43799.Exit_to_Eden"
"Antes que anochezca","Reinaldo Arenas","https://www.goodreads.com/author/show/12555.Reinaldo_Arenas","4.17","4471","https://goodreads.com/book/show/36550.Antes_que_anochezca"
"The Girl with the Dragon Tattoo (Millennium, #1)","Stieg Larsson","https://www.goodreads.com/author/show/706255.Stieg_Larsson","4.13","2443","https://goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo"
"The Martian","Andy Weir","https://www.goodreads.com/author/show/6540057.Andy_Weir","4.4","750769","https://goodreads.com/book/show/18007564-the-martian"
"We Of The Never Never","Jeannie Gunn","https://www.goodreads.com/author/show/1091200.Jeannie_Gunn","3.68","1199","https://goodreads.com/book/show/13282429-we-of-the-never-never"
"Robinson Crusoe (Robinson Crusoe #1)","Daniel Defoe","https://www.goodreads.com/author/show/2007.Daniel_Defoe","3.67","234510","https://goodreads.com/book/show/2932.Robinson_Crusoe"
"Julius Caesar","William Shakespeare","https://www.goodreads.com/author/show/947.William_Shakespeare","3.68","159223","https://goodreads.com/book/show/13006.Julius_Caesar"
"Secret Saga of Planet Paril: Rise of the Evil God (Volume 1)","Snehal Kamble","https://www.goodreads.com/author/show/17847089.Snehal_Kamble","4.67","3","https://goodreads.com/book/show/39339251-secret-saga-of-planet-paril"
"The Scapegoat","Daphne du Maurier","https://www.goodreads.com/author/show/2001717.Daphne_du_Maurier","3.97","5865","https://goodreads.com/book/show/92232.The_Scapegoat"
"Insurgent (Divergent, #2)","Veronica Roth","https://www.goodreads.com/author/show/4039811.Veronica_Roth","4.04","1097","https://goodreads.com/book/show/11735983-insurgent"
"Along Came a Spider (Alex Cross, #1)","James Patterson","https://www.goodreads.com/author/show/3780.James_Patterson","4.11","380724","https://goodreads.com/book/show/13145.Along_Came_a_Spider"
"Kruistocht in spijkerbroek","Thea Beckman","https://www.goodreads.com/author/show/491820.Thea_Beckman","4.03","9120","https://goodreads.com/book/show/3114666-kruistocht-in-spijkerbroek"
"The Lorax","Dr. Seuss","https://www.goodreads.com/author/show/61105.Dr_Seuss","4.35","264824","https://goodreads.com/book/show/7784.The_Lorax"
"Choke","Chuck Palahniuk","https://www.goodreads.com/author/show/2546.Chuck_Palahniuk","3.7","181060","https://goodreads.com/book/show/29059.Choke"
"Creepshow","Stephen King","https://www.goodreads.com/author/show/3389.Stephen_King","4.07","35525","https://goodreads.com/book/show/11580.Creepshow"
"Die Saat des goldenen Löwen (Das Lied von Eis und Feuer, #4)","George R.R. Martin","https://www.goodreads.com/author/show/346732.George_R_R_Martin","4.4","6585","https://goodreads.com/book/show/1176684.Die_Saat_des_goldenen_L_wen"
"Born on the Fourth of July","Ron Kovic","https://www.goodreads.com/author/show/18934.Ron_Kovic","3.85","3965","https://goodreads.com/book/show/33613.Born_on_the_Fourth_of_July"
"A Sonata a Kreutzer","Leo Tolstoy","https://www.goodreads.com/author/show/128382.Leo_Tolstoy","3.9","17714","https://goodreads.com/book/show/7496936-a-sonata-a-kreutzer"
"Q & A","Vikas Swarup","https://www.goodreads.com/author/show/36667.Vikas_Swarup","3.99","28908","https://goodreads.com/book/show/288644.Q_A"
"Watchmen","Alan Moore","https://www.goodreads.com/author/show/3961.Alan_Moore","4.36","470419","https://goodreads.com/book/show/472331.Watchmen"
"Whiteout Volume 1 - The Definitive Edition","Greg Rucka","https://www.goodreads.com/author/show/18327.Greg_Rucka","3.76","2904","https://goodreads.com/book/show/1158532.Whiteout_Volume_1_The_Definitive_Edition"
"A Christmas Carol","Charles Dickens","https://www.goodreads.com/author/show/239579.Charles_Dickens","4.05","569096","https://goodreads.com/book/show/5326.A_Christmas_Carol"
"Stardust","Neil Gaiman","https://www.goodreads.com/author/show/1221698.Neil_Gaiman","4.08","335533","https://goodreads.com/book/show/16793.Stardust"
"Gods and Generals (The Civil War Trilogy, #1)","Jeff Shaara","https://www.goodreads.com/author/show/14655.Jeff_Shaara","4.07","31497","https://goodreads.com/book/show/29925.Gods_and_Generals"
"Eclipse (Twilight, #3)","Stephenie Meyer","https://www.goodreads.com/author/show/941441.Stephenie_Meyer","3.69","1340","https://goodreads.com/book/show/428263.Eclipse"
"In Desert and Wilderness","Henryk Sienkiewicz","https://www.goodreads.com/author/show/25619.Henryk_Sienkiewicz","3.58","5519","https://goodreads.com/book/show/168696.In_Desert_and_Wilderness"
"Misery","Stephen King","https://www.goodreads.com/author/show/3389.Stephen_King","4.16","459032","https://goodreads.com/book/show/10614.Misery"
"I, Claudius (Claudius, #1)","Robert Graves","https://www.goodreads.com/author/show/3012988.Robert_Graves","4.27","50600","https://goodreads.com/book/show/18765.I_Claudius"
"The Mirror Crack'd from Side to Side (Miss Marple, #9)","Agatha Christie","https://www.goodreads.com/author/show/123715.Agatha_Christie","3.91","29363","https://goodreads.com/book/show/16372.The_Mirror_Crack_d_from_Side_to_Side"
"Wives and Daughters","Elizabeth Gaskell","https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell","4.09","41543","https://goodreads.com/book/show/383206.Wives_and_Daughters"
"The Potemkin Mutiny","Richard Hough","https://www.goodreads.com/author/show/77283.Richard_Hough","4.1","20","https://goodreads.com/book/show/2295883.The_Potemkin_Mutiny"
"De schippers van de Kameleon (De Kameleon, #1)","H. de Roos","https://www.goodreads.com/author/show/1219082.H_de_Roos","3.63","296","https://goodreads.com/book/show/8061640-de-schippers-van-de-kameleon"
"Nanny Mcphee: The Collected Tales of Nurse Matilda","Christianna Brand","https://www.goodreads.com/author/show/22421.Christianna_Brand","3.86","2363","https://goodreads.com/book/show/39987.Nanny_Mcphee"
"Asking for Trouble","Elizabeth Young","https://www.goodreads.com/author/show/73067.Elizabeth_Young","3.62","8330","https://goodreads.com/book/show/322007.Asking_for_Trouble"
"12 Years a Slave and Other Slave Narratives","Solomon Northup","https://www.goodreads.com/author/show/96426.Solomon_Northup","4.21","4053","https://goodreads.com/book/show/25294133-12-years-a-slave-and-other-slave-narratives"
"For a Few Dollars More","Joe Millard","https://www.goodreads.com/author/show/833925.Joe_Millard","3.61","70","https://goodreads.com/book/show/2588657-for-a-few-dollars-more"
"Singur pe lume","Hector Malot","https://www.goodreads.com/author/show/1516687.Hector_Malot","4.33","12132","https://goodreads.com/book/show/8544468-singur-pe-lume"
"Howards End","E.M. Forster","https://www.goodreads.com/author/show/86404.E_M_Forster","3.96","72584","https://goodreads.com/book/show/3102.Howards_End"
"Sphere","Michael Crichton","https://www.goodreads.com/author/show/5194.Michael_Crichton","3.8","156783","https://goodreads.com/book/show/455373.Sphere"
"Les Souvenirs","David Foenkinos","https://www.goodreads.com/author/show/278858.David_Foenkinos","3.77","1304","https://goodreads.com/book/show/12361040-les-souvenirs"
